n	t		maxV		t*maxV		energy
0	0.000000	317539531.510656	0.012797	2399576.969671
1	0.000000	16070305.623149	0.034595	1830101.520543
2	0.000000	1186544.499870	0.081820	1417551.231139
3	0.000000	1833856.634273	0.070699	1337844.272624
4	0.000001	127012.355070	0.129434	1111457.417949
5	0.000000	452278.060150	0.110471	1064411.701345
6	0.000000	438506.011809	0.110255	1034323.187981
7	0.000004	38468.764469	0.138067	964732.956057
8	0.000001	167049.670823	0.153110	941191.844735
9	0.000001	152406.279235	0.161451	920312.160568
10	0.000006	16473.004916	0.103255	893327.665837
11	0.000006	19063.983238	0.113005	875725.023710
12	0.000003	53748.687902	0.177959	866992.731068
13	0.000005	23455.487615	0.122416	858518.301810
14	0.000003	40487.619264	0.130444	855326.781549
15	0.000007	12761.588493	0.093054	851209.905076
16	0.000008	9749.563710	0.081693	848669.433520
17	0.000008	10724.311877	0.090974	846709.748741
18	0.000009	7965.642382	0.073286	845245.629403
19	0.000013	4843.476576	0.062833	844151.952498
20	0.000014	2883.982516	0.041060	843321.136428
21	0.000016	1694.129030	0.026416	842699.667181
22	0.000016	1859.875034	0.030264	842121.114674
23	0.000016	2144.434771	0.034499	841582.142370
24	0.000018	1484.590451	0.026774	841130.224044
25	0.000018	1147.848068	0.020342	840763.537738
26	0.000018	1194.457447	0.021846	840443.350454
27	0.000018	1149.671358	0.020376	840167.102650
28	0.000019	1143.936875	0.021767	839924.429938
29	0.000018	1018.563914	0.018068	839724.246497
30	0.000017	813.732310	0.014046	839581.108075
n	t		maxV		t*maxV		energy
0	0.000000	2197496770.796758	0.006715	2844298.385030
1	0.000000	111483446.498248	0.018138	2117879.622000
2	0.000000	5333498.479374	0.049732	1638356.762302
3	0.000000	3458113.319836	0.057716	1521304.664186
4	0.000000	261790.064857	0.123458	1204678.348542
5	0.000000	1909934.554692	0.071184	1169677.651881
6	0.000001	144165.518192	0.074115	1091448.953664
7	0.000000	406992.445218	0.110373	1059264.410462
8	0.000001	124949.584607	0.092412	1024390.232502
9	0.000000	475594.508321	0.108736	979481.225867
10	0.000004	43309.799578	0.152687	943675.769248
11	0.000001	168988.583123	0.109107	928850.729001
12	0.000002	67894.497433	0.102353	911983.785887
13	0.000001	138489.840157	0.116717	899556.805443
